title,avg_rating,rating_count,bias_score,is_underserved
Jack Frost (1998),2.4,2075,-0.79,0
Star Trek: Insurrection (1998),3.19,10560,-0.44,0
"Prince of Egypt, The (1998)",3.45,9245,-0.29,0
Rushmore (1998),3.84,18921,-0.1,0
Shakespeare in Love (1998),3.78,28867,-0.12,0
Mass Appeal (1984),3.33,171,-0.24,0
Miracle on 34th Street (1947),3.72,5964,-0.13,0
Santa Claus: The Movie (1985),2.75,1571,-0.64,0
Prancer (1989),2.84,397,-0.57,0
Pale Rider (1985),3.72,3258,-0.12,0
Rambo: First Blood Part II (1985),2.89,6627,-0.62,0
First Blood (Rambo: First Blood) (1982),3.6,9095,-0.18,0
Rambo III (1988),2.51,4679,-0.74,0
"Jewel of the Nile, The (1985)",3.15,7484,-0.46,0
Romancing the Stone (1984),3.47,16358,-0.29,0
Cocoon (1985),3.28,13055,-0.38,0
Cocoon: The Return (1988),2.52,2102,-0.72,0
Rocky II (1979),3.22,7423,-0.42,0
Rocky III (1982),3.0,6917,-0.59,0
Rocky IV (1985),2.93,6667,-0.61,0
Rocky V (1990),2.31,4580,-0.82,0
Clue (1985),3.54,6269,-0.2,0
Young Sherlock Holmes (1985),3.37,2928,-0.32,0
Violets Are Blue... (1986),2.94,82,-0.45,0
Back to School (1986),3.07,3053,-0.48,0
Heartburn (1986),2.97,610,-0.54,0
Nothing in Common (1986),3.0,725,-0.46,0
Extremities (1986),3.17,400,-0.36,0
"Karate Kid, The (1984)",3.36,12411,-0.34,0
"Karate Kid, Part II, The (1986)",2.69,7736,-0.71,0
"Karate Kid, Part III, The (1989)",2.26,4536,-0.83,0
Christmas Vacation (National Lampoon's Christmas Vacation) (1989),3.62,8148,-0.17,0
You've Got Mail (1998),3.22,16093,-0.43,0
"General, The (1998)",3.59,648,-0.13,0
"Theory of Flight, The (1998)",3.25,180,-0.29,0
"Thin Red Line, The (1998)",3.44,10816,-0.3,0
"Faculty, The (1998)",2.88,7413,-0.63,0
Mighty Joe Young (1998),2.77,1833,-0.64,0
Mighty Joe Young (1949),3.09,1035,-0.44,0
Patch Adams (1998),3.19,8566,-0.44,0
Stepmom (1998),3.33,2986,-0.33,0
"Civil Action, A (1998)",3.34,4406,-0.34,0
Down in the Delta (1998),3.51,290,-0.12,0
Hurlyburly (1998),2.95,724,-0.55,0
Tea with Mussolini (1999),3.41,1429,-0.28,0
Wilde (1997),3.54,903,-0.15,0
Affliction (1997),3.56,1781,-0.17,0
Another Day in Paradise (1998),3.22,414,-0.34,0
"Hi-Lo Country, The (1998)",3.08,214,-0.39,0
Hilary and Jackie (1998),3.66,1450,-0.12,0
Playing by Heart (1998),3.54,1356,-0.17,0
24 7: Twenty Four Seven (1997),3.45,91,-0.14,0
At First Sight (1999),2.86,866,-0.59,0
In Dreams (1999),2.68,679,-0.65,0
Varsity Blues (1999),3.08,3554,-0.48,0
Virus (1999),2.4,1648,-0.78,0
"Garbage Pail Kids Movie, The (1987)",1.65,352,-0.85,0
Howard the Duck (1986),2.14,4299,-0.85,0
"Gate, The (1987)",2.74,850,-0.64,0
"Gate II: Trespassers, The (1990)",1.94,113,-0.77,0
"Boy Who Could Fly, The (1986)",3.1,1288,-0.45,0
"Fly, The (1958)",3.32,4230,-0.35,0
"Fly, The (1986)",3.46,14104,-0.3,0
"Fly II, The (1989)",2.33,2054,-0.8,0
Running Scared (1986),3.33,1460,-0.32,0
Armed and Dangerous (1986),2.51,954,-0.7,0
"Texas Chainsaw Massacre, The (1974)",3.35,4885,-0.33,0
"Texas Chainsaw Massacre 2, The (1986)",2.45,1146,-0.77,0
Leatherface: Texas Chainsaw Massacre III (1990),2.09,510,-0.8,0
Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),1.79,693,-0.86,0
Ruthless People (1986),3.39,3721,-0.31,0
Trick or Treat (1986),2.58,187,-0.63,0
Deadly Friend (1986),2.33,295,-0.74,0
Belizaire the Cajun (1986),3.4,86,-0.16,0
"Name of the Rose, The (Name der Rose, Der) (1986)",3.87,6648,-0.08,0
Jumpin' Jack Flash (1986),2.75,3217,-0.68,0
Peggy Sue Got Married (1986),3.17,4096,-0.43,0
Crocodile Dundee (1986),3.13,14893,-0.47,0
Crocodile Dundee II (1988),2.61,6515,-0.73,0
Tough Guys (1986),2.93,580,-0.55,0
Soul Man (1986),2.4,1354,-0.78,0
"Color of Money, The (1986)",3.44,3858,-0.29,0
52 Pick-Up (1986),3.14,681,-0.4,0
Heartbreak Ridge (1986),3.29,2384,-0.35,0
Firewalker (1986),2.45,350,-0.72,0
¡Three Amigos! (1986),3.13,8246,-0.46,0
Gloria (1999),2.42,347,-0.73,0
Dry Cleaning (Nettoyage à sec) (1997),3.0,41,-0.34,0
My Name Is Joe (1998),3.63,483,-0.1,0
Still Crazy (1998),3.3,390,-0.29,0
"Day of the Beast, The (Día de la Bestia, El) (1995)",3.5,459,-0.14,0
She's All That (1999),3.01,7743,-0.51,0
"24 Hour Woman, The (1998)",2.47,75,-0.64,0
"Blood, Guts, Bullets and Octane (1998)",2.35,120,-0.69,0
Peeping Tom (1960),3.78,1457,-0.07,0
Payback (1999),3.41,10418,-0.31,0
Simply Irresistible (1999),2.72,968,-0.65,0
20 Dates (1998),2.79,851,-0.62,0
"Harmonists, The (1997)",3.73,281,-0.04,0
"Last Days, The (1998)",3.65,231,-0.06,0
"Fantastic Planet, The (Planète sauvage, La) (1973)",3.78,1586,-0.07,0
Blast from the Past (1999),3.23,4811,-0.41,0
Message in a Bottle (1999),2.92,2318,-0.59,0
My Favorite Martian (1999),2.37,1067,-0.78,0
God Said 'Ha!' (1998),3.46,402,-0.21,0
Jawbreaker (1999),2.74,1340,-0.66,0
October Sky (1999),3.85,9647,-0.09,0
Office Space (1999),3.99,29871,-0.08,0
"Apple, The (Sib) (1998)",3.6,132,-0.05,0
200 Cigarettes (1999),2.92,1751,-0.58,0
8MM (1999),2.99,5086,-0.59,0
"Other Sister, The (1999)",3.16,1531,-0.42,0
Breakfast of Champions (1999),2.6,511,-0.66,0
Eight Days a Week (1997),2.94,185,-0.49,0
Just the Ticket (1999),2.48,80,-0.64,0
"Long Goodbye, The (1973)",3.85,1476,-0.05,0
"Ballad of Narayama, The (Narayama bushiko) (1983)",3.63,220,-0.06,0
Pet Sematary (1989),3.05,4779,-0.49,0
Pet Sematary II (1992),2.15,1180,-0.82,0
Children of the Corn II: The Final Sacrifice (1993),1.93,528,-0.84,0
Children of the Corn III (1994),1.8,466,-0.85,0
Christine (1983),3.11,2990,-0.46,0
Night Shift (1982),3.33,2248,-0.33,0
House on Haunted Hill (1959),3.3,1096,-0.32,0
Airport (1970),3.06,1714,-0.47,0
Airport 1975 (1974),2.59,787,-0.68,0
Airport '77 (1977),2.5,734,-0.69,0
Rollercoaster (1977),2.66,268,-0.63,0
"Towering Inferno, The (1974)",3.02,2313,-0.49,0
Alligator (1980),2.35,856,-0.77,0
Meteor (1979),2.43,653,-0.75,0
Westworld (1973),3.42,5175,-0.3,0
Logan's Run (1976),3.43,6288,-0.3,0
Planet of the Apes (1968),3.61,16505,-0.18,0
Beneath the Planet of the Apes (1970),2.9,2910,-0.6,0
Battle for the Planet of the Apes (1973),2.79,2376,-0.64,0
Conquest of the Planet of the Apes (1972),2.84,2324,-0.62,0
Escape from the Planet of the Apes (1971),3.03,4257,-0.5,0
Avalanche (1978),2.16,133,-0.73,0
Earthquake (1974),2.68,794,-0.66,0
"Concorde: Airport '79, The (1979)",2.07,371,-0.79,0
Beyond the Poseidon Adventure (1979),2.03,316,-0.78,0
Dancemaker (1998),3.57,46,0.01,1
Analyze This (1999),3.26,11821,-0.39,0
"Corruptor, The (1999)",2.98,1177,-0.55,0
Cruel Intentions (1999),3.3,11773,-0.37,0
"Lock, Stock & Two Smoking Barrels (1998)",4.03,25084,-0.04,0
Six Ways to Sunday (1997),2.77,60,-0.49,0
"School of Flesh, The (École de la chair, L') (1998)",3.22,137,-0.29,0
Relax... It's Just Sex (1998),3.24,154,-0.29,0
"Deep End of the Ocean, The (1999)",3.0,1136,-0.47,0
"Rage: Carrie 2, The (1999)",2.25,976,-0.8,0
Wing Commander (1999),2.21,1817,-0.82,0
"Haunting, The (1963)",3.61,1960,-0.15,0
Dead Ringers (1988),3.52,2392,-0.19,0
My Boyfriend's Back (1993),2.34,333,-0.74,0
Village of the Damned (1960),3.4,1620,-0.28,0
Children of the Damned (1963),3.19,827,-0.38,0
Baby Geniuses (1999),1.73,1679,-0.89,0
Telling You (1998),1.95,49,-0.71,0
I Stand Alone (Seul contre tous) (1998),3.68,428,-0.07,0
Forces of Nature (1999),2.73,2334,-0.67,0
"King and I, The (1999)",2.57,463,-0.67,0
Ravenous (1999),3.26,1891,-0.36,0
True Crime (1999),3.11,1341,-0.44,0
Bandits (1997),3.32,273,-0.27,0
Dangerous Beauty (1998),3.65,1030,-0.12,0
"King and I, The (1956)",3.74,4624,-0.12,0
Doug's 1st Movie (1999),2.31,341,-0.75,0
EDtv (1999),3.03,4634,-0.5,0
"Mod Squad, The (1999)",2.15,1608,-0.83,0
Among Giants (1998),2.83,63,-0.48,0
"Walk on the Moon, A (1999)",3.61,849,-0.13,0
"Matrix, The (1999)",4.16,107056,-0.04,0
10 Things I Hate About You (1999),3.56,18019,-0.2,0
Tango (1998),3.34,349,-0.26,0
"Out-of-Towners, The (1999)",2.63,1646,-0.69,0
"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",3.93,1461,-0.04,0
"Love, etc. (1996)",2.75,42,-0.47,0
Metroland (1997),3.19,257,-0.34,0
"Sticky Fingers of Time, The (1997)",3.03,105,-0.37,0
Following (1998),3.75,2133,-0.1,0
Go (1999),3.67,9712,-0.16,0
Never Been Kissed (1999),3.06,9758,-0.5,0
Twin Dragons (Shuang long hui) (1992),3.09,633,-0.42,0
Cookie's Fortune (1999),3.61,2082,-0.15,0
"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",3.83,707,-0.04,0
Goodbye Lover (1999),2.7,188,-0.59,0
Life (1999),2.99,1141,-0.55,0
Friends & Lovers (1999),2.76,373,-0.59,0
Hideous Kinky (1998),3.17,663,-0.38,0
Jeanne and the Perfect Guy (Jeanne et le garçon formidable) (1998),3.08,40,-0.28,0
"Joyriders, The (1999)",2.86,37,-0.41,0
"Monster, The (Mostro, Il) (1994)",3.57,590,-0.13,0
Open Your Eyes (Abre los ojos) (1997),3.89,3215,-0.07,0
SLC Punk! (1998),3.63,1903,-0.14,0
Lost & Found (1999),2.54,535,-0.68,0
Pushing Tin (1999),3.01,4357,-0.5,0
Election (1999),3.75,16392,-0.12,0
eXistenZ (1999),3.37,7007,-0.33,0
Mighty Peking Man (a.k.a. Goliathon) (Xing xing wang) (1977),2.65,70,-0.55,0
Nô (1998),2.91,38,-0.4,0
Let it Come Down: The Life of Paul Bowles (1998),3.27,30,-0.14,0
Entrapment (1999),3.17,10891,-0.44,0
Idle Hands (1999),2.79,2299,-0.65,0
Get Real (1998),3.78,701,-0.05,0
Heaven (1998),2.97,56,-0.41,0
"King of Masks, The (Bian Lian) (1996)",3.93,519,-0.01,0
Three Seasons (1999),3.83,411,-0.02,0
"Winslow Boy, The (1999)",3.85,1314,-0.05,0
Mildred Pierce (1945),3.92,1373,-0.04,0
Night of the Comet (1984),3.07,1682,-0.47,0
Chopping Mall (a.k.a. Killbots) (1986),2.26,432,-0.76,0
My Science Project (1985),2.94,1118,-0.56,0
Dick Tracy (1990),2.73,7242,-0.69,0
"Mummy, The (1999)",3.23,24327,-0.43,0
"Castle, The (1997)",3.83,1466,-0.06,0
This Is My Father (1998),3.55,261,-0.11,0
Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),3.59,453,-0.11,0
William Shakespeare's A Midsummer Night's Dream (1999),3.29,4315,-0.36,0
Trippin' (1999),2.45,61,-0.63,0
After Life (Wandafuru raifu) (1998),3.94,941,-0.03,0
Black Mask (Hak hap) (1996),2.94,726,-0.55,0
Edge of Seventeen (1998),3.54,345,-0.12,0
Endurance (1999),3.51,118,-0.08,0
Star Wars: Episode I - The Phantom Menace (1999),3.08,41061,-0.5,0
"Love Letter, The (1999)",2.72,952,-0.65,0
Besieged (a.k.a. L' Assedio) (1998),3.52,420,-0.14,0
Frogs for Snakes (1998),1.67,41,-0.71,0
"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",3.75,195,-0.02,0
"Mummy, The (1932)",3.32,2220,-0.34,0
"Mummy, The (1959)",3.08,802,-0.44,0
"Mummy's Curse, The (1944)",3.03,200,-0.4,0
"Mummy's Ghost, The (1944)",2.55,96,-0.6,0
"Mummy's Hand, The (1940)",2.66,198,-0.61,0
"Mummy's Tomb, The (1942)",2.68,210,-0.6,0
Mommie Dearest (1981),3.16,1368,-0.42,0
Superman (1978),3.38,18453,-0.33,0
Superman II (1980),3.1,10622,-0.48,0
Superman III (1983),2.48,6111,-0.8,0
Superman IV: The Quest for Peace (1987),2.07,4065,-0.86,0
Dracula (1931),3.67,2748,-0.14,0
House of Dracula (1945),2.86,257,-0.54,0
House of Frankenstein (1944),3.11,312,-0.39,0
Frankenstein (1931),3.8,4428,-0.09,0
Son of Frankenstein (1939),3.26,453,-0.31,0
"Ghost of Frankenstein, The (1942)",2.78,218,-0.56,0
Frankenstein Meets the Wolf Man (1943),3.04,464,-0.43,0
"Curse of Frankenstein, The (1957)",3.2,360,-0.35,0
Son of Dracula (1943),2.78,265,-0.57,0
"Wolf Man, The (1941)",3.56,1134,-0.16,0
Howling II: Your Sister Is a Werewolf (1985),1.77,340,-0.83,0
Tarantula (1955),2.79,420,-0.59,0
"Rocky Horror Picture Show, The (1975)",3.35,16874,-0.35,0
"Flying Saucer, The (1950)",2.86,44,-0.43,0
It Came from Hollywood (1982),3.22,270,-0.33,0
"Thing from Another World, The (1951)",3.63,1303,-0.13,0
It Came from Outer Space (1953),3.23,607,-0.35,0
"War of the Worlds, The (1953)",3.53,5960,-0.2,0
It Came from Beneath the Sea (1955),2.99,257,-0.5,0
Invasion of the Body Snatchers (1956),3.75,5594,-0.11,0
Earth vs. the Flying Saucers (1956),3.11,438,-0.4,0
It Conquered the World (1956),2.78,127,-0.53,0
"Mole People, The (1956)",2.59,256,-0.64,0
Swamp Thing (1982),2.56,1606,-0.71,0
Pork Chop Hill (1959),3.52,528,-0.14,0
Run Silent Run Deep (1958),3.88,1426,-0.05,0
Notting Hill (1999),3.48,18535,-0.29,0
"Thirteenth Floor, The (1999)",3.37,5261,-0.33,0
Eternity and a Day (Mia aoniotita kai mia mera) (1998),3.46,212,-0.18,0
"Loss of Sexual Innocence, The (1999)",2.84,202,-0.54,0
"Twice Upon a Yesterday (a.k.a. Man with Rain in His Shoes, The) (1998)",3.25,110,-0.26,0
Instinct (1999),3.15,2265,-0.44,0
Buena Vista Social Club (1999),3.95,3132,-0.06,0
Desert Blue (1998),3.0,204,-0.48,0
Finding North (1998),2.73,62,-0.52,0
Floating (1997),2.95,37,-0.38,0
Free Enterprise (1998),3.34,475,-0.27,0
Limbo (1999),3.78,827,-0.05,0
Austin Powers: The Spy Who Shagged Me (1999),3.19,31144,-0.44,0
Promise Her Anything (1999),2.73,33,-0.46,0
"Red Dwarf, The (Nain rouge, Le) (1998)",3.28,65,-0.2,0
"Red Violin, The (Violon rouge, Le) (1998)",3.87,7158,-0.08,0
Tarzan (1999),3.49,8931,-0.28,0
"General's Daughter, The (1999)",3.09,7048,-0.48,0
Get Bruce (1999),3.22,251,-0.32,0
"Ideal Husband, An (1999)",3.74,3170,-0.11,0
"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",3.76,1087,-0.07,0
Run Lola Run (Lola rennt) (1998),3.96,23202,-0.08,0
Trekkies (1997),3.63,1956,-0.14,0
Big Daddy (1999),3.12,12923,-0.48,0
"Boys, The (1998)",3.0,118,-0.42,0
"Dinner Game, The (Dîner de cons, Le) (1998)",3.83,1646,-0.07,0
My Son the Fanatic (1997),3.62,410,-0.1,0
Zone 39 (1997),2.45,31,-0.57,0
Arachnophobia (1990),2.77,16338,-0.68,0
"South Park: Bigger, Longer and Uncut (1999)",3.62,22130,-0.18,0
Wild Wild West (1999),2.34,14638,-0.83,0
Summer of Sam (1999),3.08,3578,-0.47,0
Broken Vessels (1998),2.82,42,-0.45,0
"Lovers on the Bridge, The (Amants du Pont-Neuf, Les) (1991)",3.54,614,-0.14,0
"Late August, Early September (Fin août, début septembre) (1998)",3.39,140,-0.19,0
American Pie (1999),3.28,31431,-0.39,0
Arlington Road (1999),3.45,8491,-0.3,0
"Autumn Tale, An (Conte d'automne) (1998)",3.71,623,-0.08,0
Muppets From Space (1999),3.08,2208,-0.46,0
"Blair Witch Project, The (1999)",2.91,24636,-0.63,0
My Life So Far (1999),3.52,347,-0.13,0
Eyes Wide Shut (1999),3.31,21482,-0.37,0
Lake Placid (1999),2.54,4836,-0.74,0
"Wood, The (1999)",3.22,654,-0.36,0
"Velocity of Gary, The (1998)",2.32,137,-0.7,0
Ghostbusters (a.k.a. Ghost Busters) (1984),3.76,39535,-0.12,0
Ghostbusters II (1989),3.05,11183,-0.51,0
Drop Dead Gorgeous (1999),3.19,3617,-0.42,0
"Haunting, The (1999)",2.49,5692,-0.8,0
Inspector Gadget (1999),2.13,5194,-0.86,0
Trick (1999),3.58,733,-0.13,0
Deep Blue Sea (1999),2.71,9825,-0.7,0
Mystery Men (1999),3.04,10191,-0.51,0
Runaway Bride (1999),2.88,11016,-0.63,0
Twin Falls Idaho (1999),3.57,754,-0.14,0
"Killing, The (1956)",4.02,2951,-0.01,0
Killer's Kiss (1955),3.3,499,-0.3,0
Spartacus (1960),3.82,6401,-0.09,0
Lolita (1962),3.79,4120,-0.09,0
Barry Lyndon (1975),3.89,3945,-0.07,0
"400 Blows, The (Les quatre cents coups) (1959)",4.09,4300,-0.02,0
Jules and Jim (Jules et Jim) (1961),3.94,2336,-0.05,0
Vibes (1988),2.45,343,-0.72,0
"Mosquito Coast, The (1986)",3.29,3041,-0.36,0
"Golden Child, The (1986)",2.9,4614,-0.61,0
Brighton Beach Memoirs (1986),3.45,1525,-0.26,0
Assassination (1987),2.48,134,-0.67,0
Crimes of the Heart (1986),3.37,555,-0.27,0
"Color Purple, The (1985)",3.73,6977,-0.13,0
"Kindred, The (1986)",2.49,91,-0.65,0
No Mercy (1986),2.86,357,-0.55,0
Ménage (Tenue de soirée) (1986),2.72,63,-0.52,0
Native Son (1986),3.3,101,-0.23,0
Otello (1986),3.5,264,-0.12,0
"Mission, The (1986)",3.79,2833,-0.09,0
Little Shop of Horrors (1986),3.31,10859,-0.37,0
"Little Shop of Horrors, The (1960)",3.23,3408,-0.4,0
Allan Quatermain and the Lost City of Gold (1987),2.23,1022,-0.81,0
"Morning After, The (1986)",3.13,612,-0.4,0
Radio Days (1987),3.72,2586,-0.12,0
From the Hip (1987),2.99,355,-0.51,0
Outrageous Fortune (1987),2.91,1046,-0.57,0
"Bedroom Window, The (1987)",3.2,372,-0.35,0
Deadtime Stories (1987),2.0,88,-0.73,0
Light of Day (1987),2.55,195,-0.63,0
Wanted: Dead or Alive (1987),2.94,245,-0.51,0
Frances (1982),3.67,816,-0.1,0
Plenty (1985),2.94,220,-0.5,0
Dick (1999),3.27,3204,-0.37,0
"Gambler, The (Játékos, A) (1997)",3.19,54,-0.25,0
"Iron Giant, The (1999)",3.87,13181,-0.09,0
"Sixth Sense, The (1999)",4.01,60439,-0.04,0
"Thomas Crown Affair, The (1999)",3.5,14947,-0.22,0
"Thomas Crown Affair, The (1968)",3.57,3270,-0.18,0
"Acid House, The (1998)",3.23,330,-0.33,0
"Adventures of Sebastian Cole, The (1998)",3.26,296,-0.3,0
Illuminata (1998),3.02,299,-0.42,0
Stiff Upper Lips (1998),2.9,82,-0.46,0
"Yards, The (2000)",3.13,815,-0.41,0
Bowfinger (1999),3.06,11827,-0.5,0
Brokedown Palace (1999),3.01,1819,-0.49,0
Detroit Rock City (1999),3.17,2369,-0.42,0
Alice and Martin (Alice et Martin) (1998),2.98,99,-0.45,0
Better Than Chocolate (1999),3.31,803,-0.31,0
Head On (1998),3.22,188,-0.31,0
"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo) (1997)",3.55,151,-0.08,0
Cobra (1925),2.27,99,-0.69,0
Never Talk to Strangers (1995),2.54,228,-0.64,0
Heaven Can Wait (1978),3.53,2539,-0.19,0
"Raven, The (1963)",3.21,540,-0.36,0
"Tingler, The (1959)",3.17,429,-0.37,0
Pit and the Pendulum (1961),3.39,807,-0.27,0
"Tomb of Ligeia, The (1965)",3.06,168,-0.38,0
"Masque of the Red Death, The (1964)",3.39,626,-0.26,0
Tales of Terror (1962),3.17,165,-0.32,0
Haunted Honeymoon (1986),2.58,442,-0.67,0
Cat's Eye (1985),2.98,1308,-0.56,0
Monty Python's And Now for Something Completely Different (1971),3.98,7015,-0.07,0
Damien: Omen II (1978),2.92,1545,-0.58,0
"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",2.67,669,-0.66,0
Airplane! (1980),3.8,26119,-0.11,0
Airplane II: The Sequel (1982),3.09,5427,-0.48,0
"American Werewolf in Paris, An (1997)",2.66,2466,-0.7,0
European Vacation (aka National Lampoon's European Vacation) (1985),2.99,4020,-0.58,0
National Lampoon's Vacation (1983),3.75,8371,-0.11,0
Funny Farm (1988),2.93,1585,-0.58,0
Big (1988),3.61,25356,-0.19,0
Problem Child (1990),2.15,2050,-0.84,0
Problem Child 2 (1991),1.87,1338,-0.87,0
Little Nemo: Adventures in Slumberland (1992),3.18,363,-0.36,0
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),3.4,909,-0.27,0
Tequila Sunrise (1988),3.01,2217,-0.49,0
"Pelican Brief, The (1993)",3.38,6388,-0.32,0
"Christmas Story, A (1983)",3.96,15875,-0.08,0
Mickey Blue Eyes (1999),2.86,5650,-0.63,0
Teaching Mrs. Tingle (1999),2.48,1967,-0.78,0
Universal Soldier: The Return (1999),1.89,1513,-0.88,0
Universal Soldier (1992),2.62,5290,-0.72,0
Love Stinks (1999),2.57,301,-0.65,0
Perfect Blue (1997),3.98,2918,-0.05,0
With Friends Like These... (1998),3.0,44,-0.35,0
In Too Deep (1999),3.01,365,-0.43,0
"Source, The (1999)",3.27,145,-0.26,0
"Bat, The (1959)",2.59,127,-0.6,0
Iron Eagle (1986),2.6,1905,-0.71,0
Iron Eagle II (1988),1.86,1040,-0.87,0
Aces: Iron Eagle III (1992),1.7,768,-0.87,0
Iron Eagle IV (1995),1.63,489,-0.86,0
Three Days of the Condor (3 Days of the Condor) (1975),3.94,4274,-0.06,0
Hamlet (1964),3.59,359,-0.1,0
Male and Female (1919),2.96,37,-0.38,0
Medicine Man (1992),2.99,2170,-0.57,0
"Spiders Part 1: The Golden Lake, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",2.73,47,-0.5,0
On the Ropes (1999),3.54,148,-0.08,0
Rosie (1998),2.94,72,-0.44,0
"13th Warrior, The (1999)",3.14,9478,-0.46,0
"Astronaut's Wife, The (1999)",2.5,3456,-0.74,0
Dudley Do-Right (1999),2.0,1086,-0.86,0
"Muse, The (1999)",2.79,1795,-0.64,0
Cabaret Balkan (Bure Baruta) (1998),3.5,156,-0.13,0
A Dog of Flanders (1999),2.8,100,-0.52,0
"Lost Son, The (1999)",2.98,42,-0.39,0
Lucie Aubrac (1997),3.3,187,-0.25,0
"Very Thought of You, The (1998)",3.27,217,-0.28,0
Chill Factor (1999),2.35,527,-0.76,0
Outside Providence (1999),3.24,1410,-0.38,0
Bedrooms & Hallways (1998),3.34,222,-0.24,0
I Woke Up Early the Day I Died (1998),2.71,31,-0.46,0
West Beirut (West Beyrouth) (1998),3.72,241,-0.03,0
Stigmata (1999),3.03,6272,-0.5,0
Stir of Echoes (1999),3.5,5328,-0.21,0
Best Laid Plans (1999),3.18,463,-0.37,0
"Black Cat, White Cat (Crna macka, beli macor) (1998)",4.02,1987,-0.0,0
"Minus Man, The (1999)",3.06,611,-0.43,0
Whiteboyz (1999),2.36,52,-0.63,0
"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",3.25,1763,-0.36,0
Only Angels Have Wings (1939),3.79,502,-0.04,0
"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",3.74,476,-0.06,0
Queens Logic (1991),2.9,207,-0.52,0
Public Access (1993),2.72,60,-0.52,0
Saturn 3 (1980),2.51,650,-0.69,0
"Soldier's Story, A (1984)",3.77,1169,-0.07,0
"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror) (1976)",2.95,295,-0.51,0
Don't Look in the Basement! (1973),2.3,84,-0.68,0
Nightmares (1983),2.41,123,-0.68,0
I Saw What You Did (1965),2.79,529,-0.6,0
Yellow Submarine (1968),3.58,5380,-0.18,0
American Beauty (1999),4.1,69902,-0.04,0
Stop Making Sense (1984),4.11,2704,-0.01,0
Blue Streak (1999),3.11,2525,-0.46,0
For Love of the Game (1999),3.13,2705,-0.45,0
Caligula (1979),2.62,1290,-0.69,0
"Hard Day's Night, A (1964)",3.81,4936,-0.09,0
Splendor (1999),3.11,203,-0.37,0
Sugar Town (1999),2.99,151,-0.47,0
"Buddy Holly Story, The (1978)",3.61,1520,-0.15,0
Fright Night (1985),3.38,2800,-0.31,0
Fright Night Part II (1988),2.46,506,-0.74,0
"Separation, The (Séparation, La) (1994)",3.07,58,-0.31,0
Barefoot in the Park (1967),3.58,1486,-0.16,0
Deliverance (1972),3.77,10498,-0.11,0
Excalibur (1981),3.56,7677,-0.2,0
Lulu on the Bridge (1998),2.97,233,-0.5,0
"Pajama Game, The (1957)",3.36,510,-0.27,0
Sommersby (1993),3.09,2216,-0.46,0
Thumbelina (1994),2.81,659,-0.6,0
Tommy (1975),3.08,1935,-0.46,0
Hell Night (1981),2.29,242,-0.73,0
Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),3.37,1217,-0.29,0
Armour of God (Long xiong hu di) (1987),3.32,667,-0.3,0
Double Jeopardy (1999),3.22,9817,-0.42,0
Jakob the Liar (1999),2.8,1114,-0.62,0
Mumford (1999),3.43,1962,-0.28,0
Dog Park (1998),2.48,319,-0.72,0
Guinevere (1999),3.26,591,-0.32,0
"Adventures of Elmo in Grouchland, The (1999)",2.35,450,-0.75,0
Simon Sez (1999),1.68,140,-0.8,0
Drive Me Crazy (1999),2.82,1344,-0.62,0
"Mystery, Alaska (1999)",3.3,2084,-0.34,0
Three Kings (1999),3.57,15054,-0.2,0
"Happy, Texas (1999)",3.38,1475,-0.29,0
New Rose Hotel (1998),2.52,191,-0.64,0
Plunkett & MaCleane (1999),2.99,538,-0.53,0
Romance (1999),2.83,617,-0.58,0
Alvarez Kelly (1966),2.97,110,-0.46,0
And the Ship Sails On (E la nave va) (1983),3.54,234,-0.1,0
"Dark Half, The (1993)",2.81,806,-0.6,0
Gulliver's Travels (1939),3.32,746,-0.31,0
Monkey Shines (1988),2.7,1021,-0.66,0
Phantasm (1979),3.19,2250,-0.41,0
Psycho II (1983),2.59,1342,-0.7,0
Psycho III (1986),2.13,858,-0.81,0
Rain (1932),3.57,160,-0.07,0
